movie_id,genres,runtime_minutes,start_year,primary_title,numvotes,averagerating,rating_category
tt1980911,Comedy,94.0,2012,All in Good Time,387,5.7,Average
tt1980920,Comedy,74.0,2011,Below the Line,22,8.6,Good
tt1980929,Comedy,104.0,2013,Begin Again,129884,7.4,Good
tt1980935,Drama,100.0,2011,Gypsy,329,6.8,Average
tt1980939,Documentary,78.0,2011,Colour Me,10,7.3,Good
tt1980942,Action,102.0,2014,Creed of Gold,63,4.4,Average
tt1980947,Comedy,95.0,2013,Dead Cat,50,8.0,Good
tt1980959,Drama,91.0,2012,The Condemned,232,5.7,Average
tt1980970,Drama,108.0,2011,Gandhi to Hitler,187,2.7,Bad
tt1980971,Horror,91.0,2011,Ghosts of Old Shanghai,8,6.5,Average
tt1980986,Action,145.0,2012,Housefull 2,11725,5.4,Average
tt1980991,Documentary,95.0,2011,Into Harm's Way,22,8.5,Good
tt1980999,Action,111.0,2011,Sneakers,953,6.7,Average
tt1981057,Comedy,92.0,2010,Samir wa Shahir wa Bahir,990,7.2,Good
tt1981059,Drama,79.0,2012,Satellite of Love,109,5.5,Average
tt1981080,Action,98.0,2012,Tai Chi Zero,4593,6.1,Average
tt1981090,Adventure,71.0,2011,The Crimson Mask: Director's Cut,9,8.3,Good
tt1981107,Action,105.0,2013,The Young and Prodigious T.S. Spivet,15372,7.1,Good
tt1981115,Action,112.0,2013,Thor: The Dark World,540996,6.9,Average
tt1981128,Action,109.0,2017,Geostorm,78287,5.3,Average
tt1981140,Crime,108.0,2012,Wasteland,3291,6.5,Average
tt1981142,Comedy,89.0,2011,Westwind,377,6.9,Average
tt1981568,Comedy,87.0,2011,7 seX 7,590,4.2,Average
tt1981604,Documentary,86.0,2011,Beyond Thought,19,8.1,Good
tt1981617,Mystery,77.0,2012,Psychophony,71,3.3,Bad
tt1981622,Comedy,79.0,2011,Curveball,11,5.5,Average
tt1981645,Action,90.0,2011,Josef,392,6.5,Average
tt1981649,Drama,95.0,2011,Khamosh Raho,24,7.0,Average
tt1981660,Drama,95.0,2011,Love Mein Gum,115,5.3,Average
tt1981675,Drama,86.0,2011,Off-White Lies,166,6.8,Average
tt1981677,Comedy,112.0,2012,Pitch Perfect,256565,7.2,Good
tt1981690,Adventure,90.0,2012,Stolen Seas,261,7.0,Average
tt1981701,Drama,80.0,2012,The Congressman's Dinner,8,6.8,Average
tt1981703,Documentary,80.0,2011,The Harvest/La Cosecha,63,7.1,Good
tt1981713,Comedy,98.0,2012,Viaje a Surtsey,45,5.9,Average
tt1982070,Comedy,97.0,2013,A Sad State of Affairs,5,7.8,Good
tt1982090,Documentary,65.0,2011,Concrete,5,6.2,Average
tt1982102,Comedy,84.0,2012,Donkey Love,44,7.9,Good
tt1982113,Documentary,97.0,2011,Gerhard Richter Painting,600,7.2,Good
tt1982143,Drama,155.0,2011,Pillaiyar Theru Kadaisi Veedu,9,4.4,Average
tt1982158,Documentary,81.0,2011,Space Shuttle,20,8.3,Good
tt1982177,Adventure,123.0,2013,Morocco,728,6.3,Average
tt1982680,Drama,83.0,2011,Fragile,8,7.6,Good
tt1982690,Crime,131.0,2011,Glæpur og samviska,5,6.6,Average
tt1982713,Documentary,77.0,2012,We Went to War,46,6.9,Average
tt1982734,Comedy,95.0,2010,Keesh O Maat,142,3.0,Bad
tt1982735,Horror,103.0,2013,Killer Holiday,588,3.1,Bad
tt1982742,Drama,115.0,2011,Step by Step,56,7.0,Average
tt1982759,Comedy,90.0,2016,Le Sequel,560,7.0,Average
tt1982772,Comedy,92.0,2012,Love Me Not,47,5.9,Average
tt1982848,Drama,125.0,2011,18 Days,970,7.4,Good
tt1982854,Biography,60.0,2011,The (R)evolution of Immortal Technique,176,8.2,Good
tt1982866,Crime,78.0,2011,The Nixer,18,5.1,Average
tt1982882,Action,90.0,2012,True Bloodthirst,1485,4.2,Average
tt1984110,Comedy,80.0,2012,Among Friends,1455,4.5,Average
tt1984113,Comedy,96.0,2010,Armando (o la buena vecindad),5,3.2,Bad
tt1984116,Horror,94.0,2013,Backwater,84,5.6,Average
tt1984120,Action,95.0,2011,Black Hat,25,6.4,Average
tt1984124,Biography,92.0,2012,Buschka entdeckt Deutschland,10,8.2,Good
tt1984153,Drama,81.0,2012,Excision,18975,6.1,Average
tt1984177,Horror,106.0,2011,White: The Melody of the Curse,1217,6.0,Average
tt1984191,Drama,81.0,2011,La strada verso casa,22,7.0,Average
tt1984194,Action,146.0,2010,Lalbaug Parel: Zali Mumbai Sonyachi,250,7.1,Good
tt1984199,Family,88.0,2011,Lima Elang,45,7.3,Good
tt1984204,Action,89.0,2012,Masterminds,29,5.1,Average
tt1984208,Action,112.0,2011,Moby Dick,295,6.4,Average
tt1984240,Biography,70.0,2011,Subsource a Dubumentary,7,8.6,Good
tt1984241,Drama,100.0,2011,Schellebelle 1919,236,6.5,Average
tt1984244,Comedy,104.0,2012,Songs for Amy,113,6.6,Average
tt1984248,Action,97.0,2014,Slaughter Is the Best Medicine,75,3.4,Bad
tt1984256,Biography,57.0,2011,"Stefan G. Bucher: Designer, Illustrator and Writer",6,8.5,Good
tt1984261,Comedy,80.0,2016,Superpowerless,35,7.1,Good
tt1984276,Animation,51.0,2011,The Pastry Tavern,10,8.0,Good
tt1984307,Drama,80.0,2011,I am a Good Person/I Am a Bad Person,55,6.9,Average
tt1985017,Drama,111.0,2012,Atlas Shrugged II: The Strike,6375,5.4,Average
tt1985019,Comedy,97.0,2013,Austenland,17898,6.3,Average
tt1985061,Drama,81.0,2011,DisCONNECTED,111,6.8,Average
tt1985064,Drama,100.0,2013,Don't Pass Me By,91,6.1,Average
tt1985094,Comedy,90.0,2013,Gods Behaving Badly,98,6.2,Average
tt1985163,Drama,92.0,2011,O Guri,10,7.6,Good
tt1985170,Documentary,95.0,2015,Out of Luck,24,7.3,Good
tt1985176,Drama,92.0,2011,Perfect Baby,50,5.5,Average
tt1985187,Mystery,86.0,2015,Random 11,33,6.2,Average
tt1985195,Horror,86.0,2014,Serenity Farm,45,3.6,Bad
tt1985196,Horror,91.0,2014,Altergeist,303,3.9,Bad
tt1985219,Drama,78.0,2011,The Big Bad,218,3.3,Bad
tt1985228,Crime,89.0,2011,The Experiment,9,6.8,Average
tt1985235,Horror,85.0,2011,The Last Light,139,3.4,Bad
tt1985246,Crime,74.0,2011,The Utopia Conspiracy,10,6.5,Average
tt1985260,Documentary,97.0,2010,Our Garden of Eden,29,8.7,Good
tt1985266,Comedy,102.0,2011,No Men Allowed,4240,6.8,Average
tt1985944,Drama,95.0,2011,Albtraumfieber,10,8.0,Good
tt1985949,Action,97.0,2016,The Angry Birds Movie,69624,6.3,Average
tt1985966,Adventure,95.0,2013,Cloudy with a Chance of Meatballs 2,81010,6.4,Average
tt1985981,Comedy,122.0,2011,Desi Boyz,11865,5.9,Average
tt1985989,Drama,105.0,2010,Love in Between,223,6.1,Average
tt1985991,Drama,90.0,2011,E Amanhã...,8,6.4,Average
tt1986015,Action,83.0,2011,Going Under,7,6.3,Average
tt1986034,Crime,84.0,2012,I Against I,550,5.3,Average
tt1986040,Comedy,95.0,2013,Ishkq in Paris,685,4.1,Average
tt1986047,Family,98.0,2011,How Big Is Your Love?,18,5.4,Average
tt1986051,Drama,120.0,2011,Kotlovina,216,7.0,Average
tt1986079,Drama,80.0,2011,The Dark,37,7.9,Good
tt1986089,Horror,82.0,2011,King's Game,164,5.6,Average
tt1986103,Horror,95.0,2011,Point Pleasant,17,5.1,Average
tt1986148,Drama,95.0,2011,The Clear,13,8.2,Good
tt1986161,Drama,98.0,2012,The Last Fall,386,5.5,Average
tt1986162,Documentary,95.0,2011,The Last Tribe,12,8.2,Good
tt1986164,Adventure,90.0,2015,Sneezing Baby Panda: The Movie,66,3.5,Bad
tt1986180,Comedy,89.0,2012,The Test,1051,6.5,Average
tt1986202,Drama,90.0,2015,Whispers,8453,6.2,Average
tt1986204,Drama,132.0,2011,"After Fall, Winter",799,6.6,Average
tt1986750,Comedy,78.0,2011,40 Fears,8,7.0,Average
tt1986760,Drama,76.0,2012,A puerta fría,310,6.7,Average
tt1986761,Horror,88.0,2012,Aaron's House,119,4.8,Average
tt1986769,Action,103.0,2013,Alone Yet Not Alone,664,4.5,Average
tt1986814,Documentary,61.0,2011,Distinguished Flying Cross,9,7.8,Good
tt1986816,Documentary,56.0,2010,Doina groparilor,74,8.3,Good
tt1986825,Drama,100.0,2012,The Wild Ones,464,6.8,Average
tt1986832,Drama,79.0,2012,Ever Last,11,8.1,Good
tt1986843,Adventure,104.0,2012,Un plan parfait,7413,6.3,Average
tt1986845,Documentary,57.0,2011,Fragments d'une révolution,7,7.3,Good
tt1986850,Drama,114.0,2013,Green Eyes,42,6.2,Average
tt1986857,Action,86.0,2012,Hijacked,3488,3.9,Bad
tt1986867,Drama,90.0,2012,In the End,10,5.2,Average
tt1986894,Horror,95.0,2012,Lui non esiste,24,6.0,Average
tt1986914,Drama,71.0,2010,Dad,73,6.9,Average
tt1986926,Drama,97.0,2011,Otelo Burning,66,7.2,Good
tt1986935,Family,72.0,2011,Princess Lillifee and the Little Unicorn,58,4.4,Average
tt1986951,Drama,105.0,2012,Lilet Never Happened,197,6.5,Average
tt1986953,Action,87.0,2012,Storage 24,6229,4.4,Average
tt1986997,Comedy,85.0,2013,Thursday's Speaker,14,7.7,Good
tt1986998,Comedy,87.0,2013,Tio Papi,118,6.2,Average
tt1987005,Documentary,75.0,2011,Toro y Torero,5,6.4,Average
tt1987010,Family,116.0,2011,Truly Everlasting,32,6.6,Average
tt1987018,Comedy,107.0,2011,A Happy Event,4063,6.6,Average
tt1987019,Documentary,72.0,2011,Un été +50,20,6.8,Average
tt1987021,Action,155.0,2011,Venghai,449,4.6,Average
tt1987022,Drama,95.0,2011,Virodhi,30,6.6,Average
tt1987538,Crime,87.0,2011,Boundary,6,6.5,Average
tt1987547,Drama,85.0,2011,Deceptz,11,5.5,Average
tt1987567,Romance,135.0,2010,First Love,36,6.3,Average
tt1987569,Family,100.0,2011,Garuda di Dadaku 2,96,7.4,Good
tt1987585,Biography,60.0,2011,I Ain't Scared of You: A Tribute to Bernie Mac,116,8.2,Good
tt1987599,Drama,83.0,2012,La lapidation de Saint Étienne,47,6.9,Average
tt1987601,Documentary,72.0,2011,"Laïcité, Inch'Allah!",28,5.1,Average
tt1987621,Documentary,57.0,2011,Persecution Blues: The Battle for the Tote,17,7.5,Good
tt1987632,Comedy,87.0,2011,Rush,8,7.9,Good
tt1987680,Comedy,126.0,2017,The Upside,24169,6.7,Average
tt1987681,Drama,95.0,2013,Waking,469,6.7,Average
tt1988160,Action,100.0,2011,Hot Girls on the Beach,14,5.5,Average
tt1988166,Action,60.0,2011,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,48,4.1,Average
tt1988190,Adventure,98.0,2012,Switch,48,6.6,Average
tt1988201,Documentary,78.0,2011,Tundong Magiliw: Pasaan isinisilang siyang mahirap?,5,9.0,Good
tt1988531,Documentary,66.0,2011,1913 Massacre,11,8.8,Good
tt1988544,Family,80.0,2011,After the Wizard,289,2.9,Bad
tt1988562,Drama,108.0,2011,Blood of Ohma,25,3.5,Bad
tt1988573,Comedy,95.0,2011,Trap.com,1810,5.1,Average
tt1988582,Drama,91.0,2011,Cure for the Crash... the Art of Train Hoppin'.,21,6.7,Average
tt1988604,Comedy,95.0,2011,Dreamer by Design,17,7.8,Good
tt1988621,Action,81.0,2014,Exists,7437,5.2,Average
tt1988630,Documentary,95.0,2011,Gaga by Gaultier,48,7.5,Good
tt1988662,Crime,78.0,2013,Automotive,43,6.9,Average
tt1988678,Documentary,65.0,2011,Kinder,10,6.5,Average
tt1988689,Comedy,96.0,2011,Xi ai ye pu,511,4.8,Average
tt1988695,Drama,108.0,2011,Le secret de l'enfant-fourmi,64,6.4,Average
tt1988699,Documentary,104.0,2011,The New Watchdogs,359,7.6,Good
tt1988705,Documentary,80.0,2011,Los otros Californios,18,8.9,Good
tt1988768,Sci-Fi,80.0,2015,Run Away with Me,215,7.1,Good
tt1988774,Comedy,118.0,2011,Salt n' Pepper,1539,7.4,Good
tt1988776,Horror,85.0,2011,Schlaraffenhaus,103,3.1,Bad
tt1988781,Horror,90.0,2012,7 Below,3759,3.2,Bad
tt1988785,Drama,85.0,2011,Silhouettes,5,2.6,Bad
tt1988805,Thriller,94.0,2011,The Creepy Doll,214,3.5,Bad
tt1988816,Drama,88.0,2014,The Red House,274,3.5,Bad
tt1988830,Documentary,90.0,2011,Unit 7,14,6.5,Average
tt1988832,Action,73.0,2019,Assassins' Contract,15,8.3,Good
tt1988841,Horror,78.0,2011,Yorktown,32,5.8,Average
tt1989425,Drama,70.0,2011,1395 Days Without Red,53,8.8,Good
tt1989435,Drama,103.0,2014,Two Women,209,6.3,Average
tt1989454,Documentary,87.0,2011,Ayn Rand & the Prophecy of Atlas Shrugged,415,5.9,Average
tt1989475,Crime,94.0,2012,Chained,15044,6.4,Average
tt1989485,Adventure,88.0,2012,Dead Before Dawn 3D,3122,4.7,Average
tt1989486,Action,95.0,2012,Dead Money,8,8.0,Good
tt1989511,Horror,94.0,2011,Ring of Curse,257,6.1,Average
tt1989536,Drama,133.0,2012,Interludes,53,6.5,Average
tt1989542,Biography,52.0,2011,John Portman: A Life of Building,17,8.4,Good
tt1989549,Documentary,95.0,2010,On the Bridge,19,8.1,Good
tt1989571,Drama,100.0,2011,The Guest,264,5.1,Average
tt1989592,Adventure,83.0,2011,Rieltor,5,7.2,Good
tt1989593,Drama,121.0,2012,Red Hook Summer,1470,5.0,Average
tt1989598,Romance,112.0,2011,The Dancer,212,7.1,Good
tt1989632,Action,90.0,2016,Surge of Power: Revenge of the Sequel,71,6.7,Average
tt1989646,Comedy,105.0,2012,Theresa Is a Mother,53,6.8,Average
tt1989674,Crime,99.0,2012,The Man Inside,825,6.0,Average
tt1989685,Drama,111.0,2011,Thelma,33,6.8,Average
tt1989696,Drama,90.0,2010,Torn,7,5.9,Average
tt1989712,Drama,89.0,2012,In Another Country,2754,6.4,Average
tt1990181,Thriller,92.0,2012,Brake,10990,6.1,Average
tt1990199,Comedy,64.0,2011,Dance Dance Revolution: The Warrior's Path,6,8.0,Good
tt1990211,Horror,90.0,2011,The Devil Inside Me,59,5.6,Average
tt1990216,Action,99.0,2012,El Gringo,5513,5.5,Average
tt1990217,Drama,105.0,2012,The Artist and the Model,1466,6.7,Average
tt1990218,Comedy,100.0,2012,Adventures Into the Woods: A Sexy Musical,95,5.6,Average
tt1990232,Drama,93.0,2012,Formentera,90,5.7,Average
tt1990235,Documentary,49.0,2010,Our Persian Rug,10,7.0,Average
tt1990255,Comedy,93.0,2011,The Pretending Lovers,68,5.5,Average
tt1990256,Drama,121.0,2011,Rest on Your Shoulder,76,5.0,Average
tt1990272,Action,80.0,2013,Leave It on the Track,10,6.9,Average
tt1990276,Documentary,93.0,2011,Love in Our Own Time,6,8.5,Good
tt1990278,Drama,94.0,2011,Lucky 7,13,7.1,Good
tt1990281,Documentary,42.0,2011,"Marcel Ophuls et Jean-Luc Godard, La rencontre de St-Gervais",10,7.9,Good
tt1990314,Comedy,89.0,2012,Robot & Frank,59229,7.1,Good
tt1990318,Documentary,95.0,2011,Salem: Unmasking the Devil,6,7.0,Average
tt1990321,Comedy,95.0,2011,Shankaranum Mohananum,25,4.0,Bad
tt1990337,Action,70.0,2011,The Barracks,9,7.4,Good
tt1990350,Family,95.0,2011,The Great Clubhouse Rescue,21,6.1,Average
tt1990352,Documentary,101.0,2011,The Island President,1115,7.3,Good
tt1990380,Documentary,70.0,2011,Up in Smoke,20,7.3,Good
tt1990391,Documentary,45.0,2010,Where's My Goat?,8,6.9,Average
tt1990420,Comedy,87.0,2013,Bert and Arnie's Guide to Friendship,287,5.1,Average
tt1990421,Adventure,105.0,2011,Magic Tree House,137,6.4,Average
tt1990422,Comedy,76.0,2012,My Best Day,172,5.1,Average
tt1990976,Drama,109.0,2012,7 Welcome to London,103,5.2,Average
tt1990996,Documentary,71.0,2011,The Strawberry Tree,19,6.4,Average
tt1991009,Biography,75.0,2012,Between Shadows and Whispers,9,7.8,Good
tt1991025,Crime,90.0,2010,Crack House USA,84,7.2,Good
tt1991030,Documentary,70.0,2013,The Seduction Artists,9,5.8,Average
tt1991031,Biography,89.0,2014,Digging Up the Marrow,4056,5.8,Average
tt1991034,Action,94.0,2012,Dust Up,269,5.0,Average
tt1991047,Action,87.0,2011,For My Brother,26,7.1,Good
tt1991052,Adventure,76.0,2011,Fresh Starts 4 Stale People,7,7.0,Average
tt1991059,Comedy,85.0,2012,Halloween Party,79,8.0,Good
tt1991085,Documentary,78.0,2011,L'hypothèse du Mokélé-M'Bembé,10,6.4,Average
tt1991096,Documentary,82.0,2011,Doctors,17,6.8,Average
tt1991180,Comedy,100.0,2011,Southbound Heist,109,3.6,Bad
tt1991187,Action,95.0,2011,Station 4,22,5.4,Average
tt1991191,Drama,87.0,2012,Surviving Family,112,5.8,Average
tt1991193,Sci-Fi,48.0,2011,TSC 3: Dawn of the Apocalypse,5,7.2,Good
tt1991199,Action,96.0,2015,Teeth and Blood,34,4.0,Bad
tt1991218,Comedy,95.0,2012,The Polterguys,13,5.2,Average
tt1991245,Horror,86.0,2012,Chernobyl Diaries,60304,5.0,Average
tt1991253,Documentary,98.0,2010,Wladcy Marionetek,15,6.1,Average
tt1992052,Horror,95.0,2012,A Light in the Dark,12,6.9,Average
tt1992089,Biography,89.0,2011,Billy T: Te Movie,56,6.9,Average
tt1992111,Comedy,95.0,2014,College Fright Night,7,5.7,Average
tt1992127,Comedy,96.0,2012,El yazisi,481,6.0,Average
tt1992138,Action,137.0,2011,Force,6348,6.4,Average
tt1992142,Drama,90.0,2011,Gloomy Sunday,21,6.7,Average
tt1992147,Thriller,83.0,2012,Love Sick Love,509,5.0,Average
tt1992148,Horror,95.0,2013,Haunted,7,6.9,Average
tt1992150,Horror,78.0,2012,Hemorrhage,126,3.9,Bad
tt1992156,Drama,94.0,2013,Il Futuro,915,5.8,Average
tt1992163,Comedy,96.0,2012,Low Profile,165,5.9,Average
tt1992177,Drama,81.0,2011,Marvin's Song,25,6.9,Average
tt1992178,Horror,95.0,2011,Masacradas,9,6.4,Average
tt1992193,Documentary,87.0,2013,Pandora's Promise,1737,7.4,Good
tt1992222,Documentary,80.0,2011,Soul Catcher,26,4.6,Average
tt1992224,Documentary,100.0,2011,After Kony: Staging Hope,14,6.9,Average
tt1992258,Thriller,90.0,2012,Tower Block,4763,5.9,Average
tt1992268,Drama,88.0,2012,Our Big Time,81,7.1,Good
tt1992278,Comedy,83.0,2013,Who's Afraid of Vagina Wolf?,164,5.7,Average
tt1993286,Documentary,92.0,2010,Beyond the Myth: A Film About Pit Bulls and Breed Discrimination,222,8.1,Good
tt1993307,Drama,47.0,2011,Compromise,8,8.6,Good
tt1993390,Documentary,95.0,2013,Sick Mick and the Boys,6,9.3,Good
tt1993391,Comedy,94.0,2013,10 Rules for Sleeping Around,2641,3.7,Bad
tt1993396,Drama,77.0,2015,Toxin,958,2.9,Bad
tt1993403,Drama,110.0,2011,When I Kill Myself,33,5.4,Average
tt1993409,Horror,65.0,2010,Terror at Black Tree Forest,18,2.4,Bad
tt1993411,Drama,92.0,2011,The Ascent,37,5.5,Average
tt1993416,Drama,95.0,2011,The Gift,17,7.2,Good
tt1993421,Adventure,75.0,2010,The Lotus Pond,13,6.9,Average
tt1993428,Drama,115.0,2011,The Woman Knight of Mirror Lake,342,6.1,Average
tt1993433,Comedy,90.0,2011,The Invaluable Treasure,74,3.4,Bad
tt1994501,Drama,70.0,2011,"Buenas noches, España",76,5.4,Average
tt1994515,Horror,95.0,2011,Earthquake in Tokio,8,2.8,Bad
tt1994530,Crime,77.0,2011,I Choose Chaos,8,5.5,Average
tt1994533,Documentary,100.0,2011,Inconscio italiano,14,6.2,Average
tt1994537,Drama,107.0,2011,The Mole,624,6.3,Average
tt1994557,Drama,100.0,2011,Señorita,6,6.5,Average
tt1994591,Action,101.0,2011,The Right One,12,6.3,Average
tt1994598,Drama,112.0,2011,W imieniu diabla,59,5.5,Average
tt1995242,Comedy,76.0,2011,A tus espaldas,112,6.1,Average
tt1995243,Crime,69.0,2012,A Wife Alone,71,4.5,Average
tt1995260,Drama,106.0,2012,Battlefield America,1370,2.6,Bad
tt1995265,Comedy,90.0,2011,Bobby Khan's Ticket to Hollywood,16,5.5,Average
tt1995285,Biography,99.0,2011,Det akutte menneske,13,7.3,Good
tt1995304,Comedy,98.0,2012,Fat Kid Rules the World,3171,6.5,Average
tt1995309,Action,95.0,2011,Marrying the Mafia 4: Family Ordeal,98,5.5,Average
tt1995314,Documentary,85.0,2011,Good Riddance,6,6.2,Average
tt1995329,Drama,71.0,2012,I Want Your Love,1130,4.8,Average
tt1995341,Comedy,88.0,2012,It's a Disaster,9600,6.4,Average
tt1995346,Comedy,104.0,2012,Crazy Enough,399,3.0,Bad
tt1995369,Drama,95.0,2010,"Me, 19",70,1.2,Bad
tt1995371,Horror,120.0,2012,Miss Misery's Movie Massacre,7,6.3,Average
tt1995374,Comedy,95.0,2015,My Fair Lidy,6,6.8,Average
tt1995389,Drama,129.0,2010,Oridathoru Postman,58,3.7,Bad
tt1995390,Crime,108.0,2016,Our Kind of Traitor,17511,6.2,Average
tt1995400,Drama,77.0,2013,Piercing Brightness,120,3.5,Bad
tt1995415,Comedy,117.0,2011,Romantic Heaven,62,5.6,Average
tt1995421,Documentary,79.0,2010,"Scheitern, scheitern, besser scheitern",8,7.1,Good
tt1995445,Comedy,120.0,2010,Swantham Bharya Zindabad,15,3.7,Bad
tt1995458,Action,87.0,2017,The Bang Bang Brokers,107,7.4,Good
tt1995465,Drama,75.0,2011,The Love of Books: A Sarajevo Story,37,8.5,Good
tt1995466,Adventure,105.0,2012,Firefall: An Epic Family Adventure,87,7.3,Good
tt1995474,Comedy,87.0,2012,The Wingman,9,6.7,Average
tt1995477,Comedy,97.0,2014,Always Woodstock,661,5.4,Average
tt1995494,Documentary,85.0,2011,Would you have sex with an Arab?,68,5.6,Average
tt1995510,Comedy,102.0,2011,Untitled,87,4.8,Average
tt1995512,Biography,98.0,2011,yHomeless,15,8.1,Good
tt1996154,Action,71.0,2011,3 Minute Gaps,59,7.7,Good
tt1996171,Crime,95.0,2010,African Gangster,6,5.5,Average
tt1996196,Biography,92.0,2011,"Blood, Sweat + Vinyl: DIY in the 21st Century",108,7.9,Good
tt1996198,Biography,72.0,2011,Boom Varietal,23,7.8,Good
tt1996200,Crime,90.0,2016,Brash Young Turks,41,5.7,Average
tt1996211,Documentary,93.0,2010,Chasing Legends,132,7.6,Good
tt1996223,Animation,73.0,2011,Crulic - The Path to Beyond,642,7.7,Good
tt1996227,Comedy,90.0,2011,Dating Lanzelot,106,4.2,Average
tt1996245,Drama,110.0,2012,Second Hand,17,5.9,Average
tt1996260,Comedy,95.0,2012,First World Problems,16,7.5,Good
tt1996264,Comedy,85.0,2012,"For a Good Time, Call...",14990,6.0,Average
tt1996282,Documentary,15.0,2011,Hombre máquina,12,6.7,Average
tt1996310,Drama,109.0,2012,Lore,13386,7.1,Good
tt1996312,Romance,87.0,2011,Love Julinsee,132,6.0,Average
tt1996339,Documentary,103.0,2012,No Room for Rockstars,81,8.0,Good
tt1996342,Action,92.0,2012,Nothing Without You,50,7.0,Average
tt1996346,Drama,101.0,2012,Woman Thou Art Loosed: On the 7th Day,571,5.0,Average
tt1996413,Comedy,58.0,2011,The Nature of Hatman,5,8.0,Good
tt1996424,Documentary,53.0,2011,The Worm Hunters,10,7.3,Good
tt1996427,Drama,95.0,2011,Tiempos menos modernos,34,7.2,Good
tt1996436,Comedy,100.0,2011,Zhong gui,24,5.0,Average
tt1997257,Biography,90.0,2012,"Shaun Majumder, Every Word Is Absolutely True",10,6.5,Average
tt1997280,Biography,91.0,2010,Az ügynökök a paradicsomba mennek,24,5.1,Average
tt1997281,Drama,87.0,2011,"No. 32, B District",63,2.6,Bad
tt1997289,Adventure,93.0,2011,Bennie Brat,280,6.2,Average
tt1997307,Drama,88.0,2011,Checkout,9,8.1,Good
tt1997354,Comedy,82.0,2011,Exley,6,5.5,Average
tt1997390,Romance,95.0,2010,Inidhu Inidhu,67,6.8,Average
tt1997402,Drama,132.0,2011,King Naresuan 4,121,6.3,Average
tt1997429,Biography,101.0,2011,Lint the Movie,13,6.3,Average
tt1997512,Drama,116.0,2010,Raama Raavanan,9,5.3,Average
tt1997514,Documentary,82.0,2011,Roadcrew,9,8.4,Good
tt1997561,Comedy,89.0,2011,Jin chou fu lu shou,97,5.2,Average
tt1997594,Documentary,72.0,2010,VIPs: Histórias Reais de um Mentiroso,298,7.3,Good
tt1997605,Comedy,90.0,2010,My Sassy Girl 2,80,4.9,Average
tt1997606,Horror,100.0,2010,Midnight Beating,22,4.2,Average
tt1997607,Adventure,88.0,2011,Pleasant Goat and Big Big Wolf 3,42,4.5,Average
tt1997618,Action,75.0,2011,Another Superhero Movie,485,6.9,Average
tt1997619,Crime,100.0,2013,Innocent Blood,80,8.0,Good
tt1997621,Drama,97.0,2014,NightLights,69,8.0,Good
tt1998165,Crime,60.0,2011,A-Town,12,8.2,Good
tt1998179,Comedy,85.0,2012,At Stake: Vampire Solutions,103,6.0,Average
tt1998204,Drama,231.0,2013,Home from Home: Chronicle of a Vision,1192,7.9,Good
tt1998213,Documentary,60.0,2011,Clay Diaries,43,6.9,Average
tt1998214,Comedy,85.0,2011,El Fin,62,6.9,Average
tt1998225,Documentary,60.0,2011,Gangster Project,9,7.6,Good
tt1998240,Comedy,91.0,2015,How to Grow Your Own,9,8.2,Good
tt1998244,Drama,100.0,2012,I'm His Wife,116,4.6,Average
tt1998245,Comedy,95.0,2012,"Il était une fois, une fois",428,5.3,Average
tt1998256,Biography,95.0,2010,John Belushi: Dancing on the Edge,6,5.7,Average
tt1998260,Documentary,53.0,2011,Klovn for livet,10,7.5,Good
tt1998291,Documentary,59.0,2011,Operation Crossbow,22,7.1,Good
tt1998311,Biography,100.0,2011,Safe Zone: The Making of Safe Zone,9,7.0,Average
tt1998337,Drama,89.0,2014,The Empty,43,4.7,Average
tt1998364,Biography,136.0,2011,Tom Meets Zizou: Kein Sommermärchen,540,7.9,Good
tt1998367,Comedy,80.0,2012,Trailer Park Jesus,441,6.6,Average
tt1998368,Drama,100.0,2010,Transeunte,59,6.4,Average
tt1998392,Horror,90.0,2013,Corpsing,96,4.8,Average
tt1998393,Thriller,93.0,2014,Fossil,108,4.7,Average
tt1998394,Comedy,110.0,2016,Glamour Dolls,25,6.0,Average
tt1998395,Horror,69.0,2011,Killer Eye: Halloween Haunt,276,3.5,Bad
tt1998400,Drama,91.0,2012,The Adored,122,3.9,Bad
tt1998402,Drama,110.0,2012,The Undershepherd,259,6.3,Average
tt1999067,Horror,116.0,2011,15: Inside the Mind of a Serial Killer,43,4.0,Bad
tt1999103,Documentary,109.0,2011,Biette,8,8.8,Good
tt1999104,Comedy,83.0,2010,Bitols,16,6.1,Average
tt1999120,Drama,69.0,2011,Cleaners,21,4.9,Average
tt1999121,Drama,95.0,2011,Collector,55,4.3,Average
tt1999125,Biography,89.0,2012,Addicted to Fame,208,3.8,Bad
tt1999130,Adventure,99.0,2018,Death Zone: Cleaning Mount Everest,79,8.0,Good
tt1999132,Animation,230.0,2011,Dante's Inferno,54,6.5,Average
tt1999144,Drama,56.0,2011,Ebony Road,9,5.1,Average
tt1999159,Drama,100.0,2011,Footprints,25,6.3,Average
tt1999166,Adventure,84.0,2011,Alice in the Country of Hearts: Wonderful Wonder World,45,5.8,Average
tt1999167,Action,108.0,2011,Naruto Shippuden the Movie: Blood Prison,3591,7.3,Good
tt1999182,Comedy,86.0,2011,I'm Coming Out,9,5.1,Average
